bill_id,session_id,bill_number,status,status_desc,status_date,title,description,committee_id,committee,last_action_date,last_action,url,state_link
1300309,1733,H7038,1,Introduced,2020-01-09,"Regulatory Powers Of Administration","Provides that any rate increase with respect to electric distribution companies would be no greater than the increase in the Consumer Price Index or 5.5%, whichever is greater, unless there is approval of a higher rate by the general assembly.",1120,"House Corporations",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7038/2020,http://status.rilin.state.ri.us/
1300243,1733,H7039,1,Introduced,2020-01-09,"Pharmaceutical Cost Transparency","Directs the state board of pharmacy to annually identify up to fifteen prescription drugs with increased costs and provide the list to the attorney general to obtain reasons for the cost increases.",1120,"House Corporations",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7039/2020,http://status.rilin.state.ri.us/
1300354,1733,H7040,1,Introduced,2020-01-09,"Unfair Sales Practices","Makes it a felony to price gauge prescriptions or pharmaceuticals in time of a shortage.",1121,"House Judiciary",2020-02-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7040/2020,http://status.rilin.state.ri.us/
1300260,1733,H7041,1,Introduced,2020-01-09,Children,"Raises the legal age for persons to purchase or be sold or delivered certain tobacco products, electronic nicotine delivery systems and liquid nicotine containers from eighteen (18) years of age to twenty-one (21) years of age.",1122,"House Health, Education and Welfare",2020-02-26,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7041/2020,http://status.rilin.state.ri.us/
1300208,1733,H7042,1,Introduced,2020-01-09,"Unanticipated Out-of-network Bills For Health Care Services","Protects people with health insurance from surprise medical bills for emergency and other services by requiring a non-participating health care provider to bill an insured party only for a co-payment, or deductible.",1122,"House Health, Education and Welfare",2020-02-26,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7042/2020,http://status.rilin.state.ri.us/
1300237,1733,H7043,1,Introduced,2020-01-09,"Field Trip Funding","Allows parents to be asked for funding of school sponsored field trips as long as the district provides funding to any student whose family cannot afford the trip.",1122,"House Health, Education and Welfare",2020-01-29,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7043/2020,http://status.rilin.state.ri.us/
1300231,1733,H7044,1,Introduced,2020-01-09,"Emergency Shelters","Establishes rules and procedures for licensing emergency shelters, including setting minimum standards and prohibiting the charging of fees to the residents.",1122,"House Health, Education and Welfare",2020-01-09,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7044/2020,http://status.rilin.state.ri.us/
1300396,1733,H7045,1,Introduced,2020-01-09,Curriculum,"Directs the council on elementary and secondary education to develop recommendations for a high school curriculum to prepare students for successful postsecondary education and careers in computer science.",1122,"House Health, Education and Welfare",2020-03-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7045/2020,http://status.rilin.state.ri.us/
1300358,1733,H7046,1,Introduced,2020-01-09,"Cosmetic Labeling","Requires that all cosmetics manufactured, sold, delivered, or held for offering to be sold contain a label that completely and accurately lists all of its component ingredient.",1122,"House Health, Education and Welfare",2020-02-05,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7046/2020,http://status.rilin.state.ri.us/
1300371,1733,H7047,1,Introduced,2020-01-09,"School Committees And Superintendents","Requires school committees to provide transportation for any student who resides two (2) or more miles from school.",1122,"House Health, Education and Welfare",2020-03-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7047/2020,http://status.rilin.state.ri.us/
1300250,1733,H7048,1,Introduced,2020-01-09,Curriculum,"Requires the department of education to develop and make available for school use a mental health curriculum. Schools would be required to provide four (4) hours of mental health instruction to seventh grade students.",1122,"House Health, Education and Welfare",2020-01-29,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7048/2020,http://status.rilin.state.ri.us/
1300324,1733,H7049,1,Introduced,2020-01-09,"Commission On Standards And Training","Requires mandatory training standards for police officers and trainees, in identifying, responding, and handling all incidents involving any person with a developmental disability.",1122,"House Health, Education and Welfare",2020-03-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7049/2020,http://status.rilin.state.ri.us/
1300318,1733,H7050,1,Introduced,2020-01-09,"Establishing A Class Size Maximum For Kindergarten Through Grade Two","2) (Mandates 20 students per classroom for kindergarten through second grade. Exceptions for emergencies and temporary situations, not to exceed 3 days and mid-year enrollments.",1119,"House Finance",2020-01-09,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7050/2020,http://status.rilin.state.ri.us/
1300294,1733,H7051,4,Passed,2020-06-26,"General Powers","Authorizes the town council of the town of South Kingstown to create a municipal court and housing court and defines the respective jurisdiction of those two courts.",0,,2020-06-26,"Effective without Governor's signature",https://legiscan.com/RI/bill/H7051/2020,http://status.rilin.state.ri.us/
1300266,1733,H7052,1,Introduced,2020-01-09,"The Rhode Island Cesspool Act Of 2007","Exempts a residential homeowner who has abandoned an on-site system from obtaining a contractor to pump out and to fill in with material, as long as the residential homeowner has taken the necessary steps to secure the abandoned on-site system.",1131,"House Municipal Government",2020-02-13,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7052/2020,http://status.rilin.state.ri.us/
1300225,1733,H7053,1,Introduced,2020-01-09,"Property Subject To Taxation","Exempts home health care products from taxation.",1119,"House Finance",2020-01-09,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7053/2020,http://status.rilin.state.ri.us/
1300289,1733,H7054,1,Introduced,2020-01-09,"Council On Postsecondary Education--see Title 16 Chapter 97 - The Rhode Island Board Of Education Act","Creates the ""Rhode Island Student Success Act"" which would identify those students who are exempt from paying nonresident tuition at public universities, colleges or community colleges.",1119,"House Finance",2020-01-09,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7054/2020,http://status.rilin.state.ri.us/
1300299,1733,H7055,1,Introduced,2020-01-09,"Payday Loans","Caps the APR for payday loans at 28%. Requires 90 day maturity date. Prohibits fees/interest payments in excess of 60% of principal. Requires monthly payments of no more than 25% of original principal amount.",1119,"House Finance",2020-01-09,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7055/2020,http://status.rilin.state.ri.us/
1300331,1733,H7056,1,Introduced,2020-01-09,"Housing Resources -- Homeless Shelters","Creates a commission to establish homeless shelter standards.",1119,"House Finance",2020-01-09,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7056/2020,http://status.rilin.state.ri.us/
1300255,1733,H7057,1,Introduced,2020-01-09,"Airports And Landing Fields","Increases the amount of reimbursement funds required to be paid by the Rhode Island airport corporation to the city of Warwick for municipal services.",1119,"House Finance",2020-01-09,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7057/2020,http://status.rilin.state.ri.us/
1300282,1733,H7058,2,Engrossed,2020-02-06,"Relating To Solemnization Of Marriages","Allows Andrea Lynn Bolton to join Kimberly Victoria Bolton and Seith Michael Griffin in marriage on or about May 22, 2020, within the City of Pawtucket, Rhode Island.",1140,"Senate Judiciary",2020-02-25,"Referred to Senate Judiciary",https://legiscan.com/RI/bill/H7058/2020,http://status.rilin.state.ri.us/
1301437,1733,H7069,1,Introduced,2020-01-10,"Fundraising For Public Schools","Allows a school district to assess or request a voluntary contribution of money from a student or the student's parent or legal guardian to make a donation, in whole or in part, for the cost of district-sponsored field trips, dances, and clubs.",0,,2020-07-13,"Committee recommends passage of Sub B",https://legiscan.com/RI/bill/H7069/2020,http://status.rilin.state.ri.us/
1301271,1733,H7070,1,Introduced,2020-01-10,"Health And Safety Of Pupils","Requires the development of curriculums/policies/programs relating to the health risks of e-cigarettes.",1122,"House Health, Education and Welfare",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7070/2020,http://status.rilin.state.ri.us/
1301053,1733,H7071,1,Introduced,2020-01-10,"Health And Safety Of Pupils","Directs the department of elementary and secondary education to conduct a review and revision of the statewide bullying policy.",1122,"House Health, Education and Welfare",2020-01-29,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7071/2020,http://status.rilin.state.ri.us/
1301197,1733,H7072,1,Introduced,2020-01-10,Nurses,"Allows certified nurse practitioners (CNPs) to prescribe medical marijuana to patients in the normal course of their practice.",0,,2020-01-13,"Withdrawn at sponsor's request",https://legiscan.com/RI/bill/H7072/2020,http://status.rilin.state.ri.us/
1301212,1733,H7073,2,Engrossed,2020-03-04,Pharmacies,"Authorizes a pharmacist to prescribe and dispense hormonal contraceptive patches and self-administered oral hormonal contraceptives, provided that the pharmacist has completed a training program approved by the state board of pharmacy.",0,,2020-03-04,"House read and passed",https://legiscan.com/RI/bill/H7073/2020,http://status.rilin.state.ri.us/
1301066,1733,H7074,2,Engrossed,2020-02-06,"Relating To Solemnization Of Marriages","Allows the Honorable Marvin L. Abney to join Cheryl Amando and Kyle Kresge in marriage on or about May 24, 2020, within the City of Newport, Rhode Island.",1140,"Senate Judiciary",2020-02-25,"Referred to Senate Judiciary",https://legiscan.com/RI/bill/H7074/2020,http://status.rilin.state.ri.us/
1301139,1733,H7075,1,Introduced,2020-01-10,"Registration Of Vehicles","Creates a special motor vehicle registration plate for The Rose Island Lighthouse Foundation, Inc.",3935,"House Special Legislation",2020-01-30,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7075/2020,http://status.rilin.state.ri.us/
1301421,1733,H7076,4,Passed,2020-06-24,"Relating To Solemnization Of Marriages","Allows the Honorable Stephen R. Ucci to join Darlene M. Boudreau and the Honorable Michael A. Morin in marriage on or about July 30, 2020, within the City of Warwick, Rhode Island.",0,,2020-06-24,"Signed by Governor",https://legiscan.com/RI/bill/H7076/2020,http://status.rilin.state.ri.us/
1301224,1733,H7077,1,Introduced,2020-01-10,"School Committees And Superintendents","Requires that the amount of tuition for any child attending school in an adjoining city or town shall not exceed the local per pupil funding amount of the adjoining city or town.",0,,2020-01-31,"Withdrawn at sponsor's request",https://legiscan.com/RI/bill/H7077/2020,http://status.rilin.state.ri.us/
1301182,1733,H7078,1,Introduced,2020-01-10,Fees,"Raises juror's fees for each day's attendance on the superior court from $15.00 per day to $25.00 per day commencing July 1, 2020, and increases to $35.00 per day commencing July 1, 2021 and thereafter.",1119,"House Finance",2020-01-10,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7078/2020,http://status.rilin.state.ri.us/
1301336,1733,H7079,1,Introduced,2020-01-10,"Organization Of State Employees","Requires that if state employee unions are engaged in contract negotiations and/or utilizing the dispute resolution process, all terms and conditions in the collective bargaining agreement shall continue to remain in effect.",1123,"House Labor",2020-01-29,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7079/2020,http://status.rilin.state.ri.us/
1301095,1733,H7080,1,Introduced,2020-01-10,"Fair Employment Practices And The General Assembly","Makes the fair employment practices act expressly applicable to individuals elected to state public officer or any political subdivision thereof and provides civil liability for person who directly or indirectly violates the chapter.",1123,"House Labor",2020-01-29,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7080/2020,http://status.rilin.state.ri.us/
1301112,1733,H7081,1,Introduced,2020-01-10,"Property Subject To Taxation--exemptions","Includes the real and tangible personal property of St. John Baptist De La Salle Institute, d/b/a La Salle Academy, a Rhode Island domestic nonprofit corporation, located in Providence, Rhode Island, on the list of properties exempt from taxation.",1131,"House Municipal Government",2020-06-10,"Committee postponed at request of sponsor (06/11/2020)",https://legiscan.com/RI/bill/H7081/2020,http://status.rilin.state.ri.us/
1301154,1733,H7082,4,Passed,2020-03-05,"To Vacate The Forfeiture Or Revocation Of The Charter Of Alidade Incorporated","To Vacate The Forfeiture Or Revocation Of The Charter Of Alidade Incorporated",0,,2020-03-05,"Effective without Governor's signature",https://legiscan.com/RI/bill/H7082/2020,http://status.rilin.state.ri.us/
1301284,1733,H7083,1,Introduced,2020-01-10,"Coastal And Riverine Home Protection","Enables cities and towns to provide property tax relief to individuals who take resiliency measures to rehabilitate their property because of flood hazards.",1131,"House Municipal Government",2020-01-30,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7083/2020,http://status.rilin.state.ri.us/
1301039,1733,H7084,1,Introduced,2020-01-10,"Departments Of State Government","Requires that the secretary of EOHHS, the secretary of commerce of the commerce corporation and the commissioners of elementary and secondary education and postsecondary education be appointed subject to the approval of the senate.",1121,"House Judiciary",2020-02-05,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7084/2020,http://status.rilin.state.ri.us/
1301379,1733,H7085,1,Introduced,2020-01-10,Weapons,"Prohibits the manufacturing, importation, sale, shipment, delivery, possession, or transfer of any firearm that is undetectable by metal detectors commonly used at airports and public buildings including 3D printed firearms as defined herein.",0,,2020-01-26,"Withdrawn at sponsor's request",https://legiscan.com/RI/bill/H7085/2020,http://status.rilin.state.ri.us/
1301168,1733,H7086,2,Engrossed,2020-02-11,"Relating To Criminal Procedure","Enables innocent persons who have been wrongfully convicted of a crime to petition the presiding justice of the superior court for an award of compensation and damages.",1140,"Senate Judiciary",2020-02-25,"Referred to Senate Judiciary",https://legiscan.com/RI/bill/H7086/2020,http://status.rilin.state.ri.us/
1301408,1733,H7087,1,Introduced,2020-01-10,"Identification And Apprehension Of Criminals","Allows expungement of multiple felony convictions for non-violent felonies 20 years after sentence completed.",1121,"House Judiciary",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7087/2020,http://status.rilin.state.ri.us/
1301297,1733,H7088,1,Introduced,2020-01-10,Lobbying,"Prohibits lobbyists from making any political contributions to any member of the general assembly from January 1, through July 1, in any year, unless the general assembly adjourns for the year prior to July 1.",1121,"House Judiciary",2020-02-05,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7088/2020,http://status.rilin.state.ri.us/
1301125,1733,H7089,1,Introduced,2020-01-10,"Sentence And Execution","Requires termination of imprisonment on a deferred sentence when, after consideration by an assistant or special assistant designated by the attorney general, the state or arresting police department, in their discretion, dismisses the charge(s).",1121,"House Judiciary",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7089/2020,http://status.rilin.state.ri.us/
1301239,1733,H7090,1,Introduced,2020-01-10,"Bail And Recognizance","Requires that any person held in prison for a charge upon which bail may be denied, shall be bailed or discharged if not indicted or charged by way of information within three months after commitment.",1121,"House Judiciary",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7090/2020,http://status.rilin.state.ri.us/
1301395,1733,H7091,1,Introduced,2020-01-10,"Identification And Apprehension Of Criminals","Makes those persons convicted of felony simple possession of a controlled substance eligible for expungement five years after completion of their sentence. The act also repeals the requirement that those seeking expungement pay a fee to the court.",1121,"House Judiciary",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7091/2020,http://status.rilin.state.ri.us/
1301351,1733,H7092,1,Introduced,2020-01-10,"Procedure In Particular Actions -- Post Conviction Remedy","Allows a person who has been convicted on the basis, in whole or in part, on scientific evidence that has been found or otherwise determined to be discredited by the scientific community, eligible to seek post-conviction relief on that ground.",1121,"House Judiciary",2020-01-29,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7092/2020,http://status.rilin.state.ri.us/
1301365,1733,H7093,1,Introduced,2020-01-10,"Bail And Recognizance","Repeals § 12-13-5.1 which permits the state to draw an inference that a person charged with delivery of a controlled substance is a danger to the community.",1121,"House Judiciary",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7093/2020,http://status.rilin.state.ri.us/
1301081,1733,H7094,1,Introduced,2020-01-10,"Corrections Department","Requires the executive branch or the department of corrections to report its findings and recommendations regarding the justice reinvestment policies or the department of corrections, to the legislature on or before April 1, of each year.",1121,"House Judiciary",2020-02-05,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7094/2020,http://status.rilin.state.ri.us/
1301311,1733,H7095,1,Introduced,2020-01-10,"Casino Gaming","Prohibits minors and persons under the age of twenty-one (21) years old from engaging in any type of legal casino gambling and be subject to civil penalties for violation.",1121,"House Judiciary",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7095/2020,http://status.rilin.state.ri.us/
1301324,1733,H7097,1,Introduced,2020-01-10,"Maintenance Of Town And State Highways","Requires that any altered roadways be restored to the same or better condition than that which existed prior to the alteration, immediately after the completion of the alteration, including interim measures as needed on an ongoing basis.",0,,2020-02-07,"Withdrawn at sponsor's request",https://legiscan.com/RI/bill/H7097/2020,http://status.rilin.state.ri.us/
1308193,1733,H7101,1,Introduced,2020-01-15,"Statewide Public Safety Computer Aided Dispatch Records Management System","Establishes a statewide public safety computer aided dispatch records management system.",1121,"House Judiciary",2020-01-22,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7101/2020,http://status.rilin.state.ri.us/
1307999,1733,H7102,4,Passed,2020-06-23,Weapons,"Prohibits the manufacturing, importation, sale, shipment, delivery, possession, or transfer of any firearm that is undetectable by metal detectors commonly used at airports and public buildings including 3D printed firearms as defined herein.",0,,2020-06-23,"Signed by Governor",https://legiscan.com/RI/bill/H7102/2020,http://status.rilin.state.ri.us/
1308990,1733,H7103,4,Passed,2020-07-22,"Weapons--the Julie Lynn Cardinal Act","Provides that applications to purchase firearms be sent by the seller to the police department the city or town where the purchaser lives.",0,,2020-07-22,"Signed by Governor",https://legiscan.com/RI/bill/H7103/2020,http://status.rilin.state.ri.us/
1308886,1733,H7104,1,Introduced,2020-01-15,"Identification And Apprehension Of Criminals","Permits persons with felony records to petition the court to have their court records, where there has been dismissal/no true bill/no information or if the person has otherwise been exonerated from the offense, sealed by the clerk of the court.",1121,"House Judiciary",2020-02-11,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7104/2020,http://status.rilin.state.ri.us/
1309134,1733,H7105,1,Introduced,2020-01-15,"Military Sexual Trauma Confidentiality Act","Provides confidentiality protection to military sexual trauma (MST) victims.",1121,"House Judiciary",2020-01-28,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7105/2020,http://status.rilin.state.ri.us/
1308646,1733,H7106,1,Introduced,2020-01-15,"Personal Income Tax","Provides that individuals who do not qualify for social security benefits and receive pension income may exclude up to fifteen thousand dollars ($15,000) of income from taxation under the same circumstances that social security income is excluded.",1119,"House Finance",2020-01-15,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7106/2020,http://status.rilin.state.ri.us/
1308695,1733,H7107,1,Introduced,2020-01-15,"State Purchases","Requires the state, including all its agencies and departments, to purchase one hundred percent (100%) of their energy needs from renewable sources by January 1, 2031.",1119,"House Finance",2020-01-15,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7107/2020,http://status.rilin.state.ri.us/
1308744,1733,H7108,1,Introduced,2020-01-15,"Motor Vehicles Owned By A Governmental Body","Requires that all vehicles owned and operated by a governmental body be electric powered within ten (10) years, exclusive of trucks and law enforcement vehicles.",1119,"House Finance",2020-01-15,"Introduced, referred to House Finance",https://legiscan.com/RI/bill/H7108/2020,http://status.rilin.state.ri.us/
1309087,1733,H7109,1,Introduced,2020-01-15,"Duties Of Utilities And Carriers","Requires every electric distribution company and natural gas distribution company to submit to the division of public utilities and carriers an emergency response plan for review and approval.",1120,"House Corporations",2020-02-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7109/2020,http://status.rilin.state.ri.us/
1308839,1733,H7110,1,Introduced,2020-01-15,"Nonregulated Power Producer Consumer Bill Of Rights","Exempts governmental bodies in an aggregation plan from the prohibition against the automatic renewal of contracts between a non-regulated power producer with residential customers.",1120,"House Corporations",2020-02-04,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7110/2020,http://status.rilin.state.ri.us/
1309179,1733,H7111,1,Introduced,2020-01-15,Curriculum,"Provides that every superintendent of schools creates an annual report on the progress and status of academic achievement of foster care youth.",0,,2020-02-26,"Committee recommends passage",https://legiscan.com/RI/bill/H7111/2020,http://status.rilin.state.ri.us/
1308938,1733,H7112,1,Introduced,2020-01-15,"Barbers, Hairdressers, Cosmeticians, Manicurists And Estheticians","Repeals requirement a person licensed as barber be a citizen of United States and be of good moral character. Also repeals requirement that a person so licensed pay a license fee for the business.",1122,"House Health, Education and Welfare",2020-02-05,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7112/2020,http://status.rilin.state.ri.us/
1309038,1733,H7113,1,Introduced,2020-01-15,"Registration Of Vehicles -- Special Plate For Masonic Grand Lodge Charities Of Rhode Island","Authorizes a special license plate for MASONIC GRAND LODGE CHARITIES OF RHODE ISLAND, specifies the minimum order and governs the amount and distribution of the fee surcharge.",3935,"House Special Legislation",2020-01-30,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7113/2020,http://status.rilin.state.ri.us/
1309225,1733,H7114,1,Introduced,2020-01-15,"Rhode Island Veterans' Home","Changes the service requirement for admissions to RI Veterans' Home from 90 days to 2 years, and gives priority to veterans defined as war veterans.",1128,"House Veterans Affairs",2020-02-27,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7114/2020,http://status.rilin.state.ri.us/
1309382,1733,H7117,4,Passed,2020-01-28,"Relating To Solemnization Of Marriages","Allows Matthew A. Lopes, Jr., to join Audilia Vale and Jose V. Monteiro, Jr., in marriage on or about February 2, 2020, within the Town of Lincoln, Rhode Island.",0,,2020-01-28,"Signed by Governor",https://legiscan.com/RI/bill/H7117/2020,http://status.rilin.state.ri.us/
1312044,1733,H7120,1,Introduced,2020-01-16,"Licensing Of Massage Therapists","Moves the disciplinary process for massage therapists from the board of physical therapy to the board of massage therapists.",1122,"House Health, Education and Welfare",2020-02-12,"Committee recommended measure be held for further study",https://legiscan.com/RI/bill/H7120/2020,http://status.rilin.state.ri.us/
1311357,1733,H7121,1,Introduced,2020-01-16,"Prescription Drug Affordability Board - Group Purchasing Board For Rx We Can Afford","Creates a prescription drug affordability board composed of representatives of affected stakeholders designated to investigate and comprehensively evaluate drug prices for Rhode Islanders and possible ways to reduce them to make them more affordable.",1122,"House Health, Education and Welfare",2020-01-16,"Introduced, referred to House H.E.W.",https://legiscan.com/RI/bill/H7121/2020,http://status.rilin.state.ri.us/
1311412,1733,H7122,2,Engrossed,2020-03-04,"Relating To Animals And Animal Husbandry","Provides that the trapping and subsequent release of any unowned feral or free roaming cat for the purpose of spaying or neutering of the cat shall not be considered abandonment.",0,,2020-03-04,"House read and passed",https://legiscan.com/RI/bill/H7122/2020,http://status.rilin.state.ri.us/
